"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 11 19:12:45 GMT 2023","Tue Jul 11 19:12:50 GMT 2023","4588","","Тестирование формы","","","","Проверяем ховер на кнопке ""Назад",""
"passed","Tue Jul 11 19:12:44 GMT 2023","Tue Jul 11 19:12:45 GMT 2023","1452","","Тестирование формы","","","","Проверяем ховер на кнопке ""Далее",""
