"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 11 19:26:32 GMT 2023","Tue Jul 11 19:26:34 GMT 2023","1429","","Тестирование формы","","","","Проверяем ховер на кнопке ""Далее",""
"failed","Tue Jul 11 19:26:34 GMT 2023","Tue Jul 11 19:26:38 GMT 2023","4583","","Тестирование формы","","","","Проверяем ховер на кнопке ""Назад",""
