"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 11 19:56:18 GMT 2023","Tue Jul 11 19:56:19 GMT 2023","784","","Тестирование формы","","","","Проверяем ховер на кнопке ""Далее",""
"passed","Tue Jul 11 19:56:16 GMT 2023","Tue Jul 11 19:56:18 GMT 2023","1703","","Тестирование формы","","","","Проверка на обязательнность поля",""
